,sample1,sample2,sample3
AT1G04407,0,0,0
AT1G05710,1892.364635,2581.863645,2296.816828
AT1G05720,1568.08118,1348.411269,1558.903337
AT1G04413,890.7127794,747.2327995,929.4777889
AT1G05730,1088.056329,924.3825678,1023.3052
AT1G04417,9.600497023,3.769144007,17.59263954
AT1G05740,7.46705324,23.55715005,2.932106589
AT1G05750,454.4235258,391.9909768,390.9475453
AT1G05760,69.33692294,60.30630412,32.25317248
AT1G05770,8.533775132,14.13429003,4.886844316
AT1G05780,184.5428872,165.8423363,172.0169199
AT1G04423,16.00082837,6.596002013,7.818950905
AT1G05783,18.13427215,3.769144007,31.27580362
AT1G04427,11.73394081,1.884572004,20.52474613
AT1G05785,363.752165,331.6846726,364.558586
AT1G05790,984.5843058,836.7499696,837.6051157
AT1G05800,0,0,0
AT1G05805,1462.475713,1375.737563,1444.55118
AT1G05810,226.145041,217.6680664,121.193739
AT1G05820,122.6730175,189.3994864,129.9900588
AT1G05830,2343.587996,2456.539607,2231.333115
AT1G05835,2894.016491,2343.465287,3326.96361
AT1G04433,2751.075758,2247.352114,3186.222494
AT1G05840,1843.295428,1481.273595,1931.280874
AT1G04437,155.7413962,134.7468983,119.2390013
AT1G05850,11055.50568,10883.40332,8071.112072
AT1G05860,621.8988627,586.1018931,696.8639994
AT1G05870,1067.788613,1102.474622,1099.539971
AT1G05880,0,0,0.977368863
AT1G05890,3294.037201,2724.148831,3234.113568
AT1G05894,32.00165674,50.8834441,30.29843476
AT1G05900,501.359289,438.1629909,457.408628
AT1G05910,1848.629038,2006.126898,1917.59771
AT1G05920,20.26771594,58.42173211,29.32106589
AT1G05930,26.66804729,76.32516615,24.43422158
AT1G05940,1107.257323,1057.244894,1155.249996
AT1G05950,859.7778445,797.1739576,730.0945408
AT1G05960,1845.428872,2050.41434,1803.245553
AT1G05970,561.0957149,526.737875,644.0860808
AT1G05990,0,0,0
AT1G06002,2575.066646,3853.007462,2798.207055
AT1G06000,2575.066646,3853.007462,2798.207055
AT1G06010,756.305821,656.7733433,1038.943102
AT1G06020,17.06755026,16.96114803,18.5700084
AT1G06030,37.3352662,120.6126082,67.43845156
AT1G06040,1010.185631,555.9487411,2792.342842
AT1G06045,305.082461,176.2074823,693.9318928
AT1G06050,135.4736802,96.11317219,147.5826983
AT1G06060,771.2399275,730.2716514,713.4792701
AT1G06070,1295.000376,1323.911833,1559.880706
AT1G06080,1432.6075,1566.079335,1313.583752
AT1G06090,11.73394081,0,0
AT1G06100,96.00497023,12.24971802,14.66053295
AT1G06110,1688.620754,1430.390151,1545.220173
AT1G06120,0,0,0
AT1G06130,1394.205512,1092.109476,1380.044835
AT1G06135,0,0,0
AT1G06137,2.133443783,0,0
AT1G06140,92.80480456,109.3051762,125.1032145
AT1G06143,227.2117629,143.2274723,169.0848133
AT1G06150,1717.422245,1827.092558,1364.406933
AT1G06148,1.066721891,0,3.909475453
AT1G06160,4.266887566,0.942286002,1.954737726
AT1G06170,365.8856088,96.11317219,300.052241
AT1G06180,850.1773475,1179.742074,1115.177873
AT1G06190,1877.430529,2471.616183,1797.381339
AT1G06200,1857.162813,1862.899426,2197.125204
AT1G06210,1264.065441,1404.948429,1523.718058
AT1G06220,3570.318171,3787.989727,3964.208109
AT1G06230,4146.347992,3948.178348,4383.499351
AT1G06240,468.2909103,456.0664249,436.8838818
AT1G06250,363.752165,132.8623263,182.7679774
AT1G06265,752.0389335,465.4892849,559.0549897
AT1G06260,512.0265079,213.8989224,268.7764374
AT1G06270,233.6120942,276.0897985,295.1653967
AT1G06280,0,188.4572004,3.909475453
AT1G06290,1189.394909,1203.299224,1125.92893
AT1G06310,141.8740116,94.22860018,231.6364206
AT1G06320,56.53626025,30.15315206,63.52897611
AT1G06330,38.40198809,17.90343404,41.04949225
AT1G06340,3.200165674,1.884572004,0
AT1G06350,1511.54492,1125.089486,487.7070627
AT1G06360,1515.811808,1877.033716,1059.467848
AT1G06380,555.7621054,595.5247532,494.5486448
AT1G06390,3505.248135,2976.68148,3402.221013
AT1G06400,2549.465321,2454.655035,2894.966573
AT1G04453,0,0,0
AT1G06410,4017.274643,4039.58009,4494.919402
AT1G06420,1371.804352,1278.682105,1409.365901
AT1G06430,641.0998568,596.4670392,522.8923418
AT1G06440,117.3394081,138.5160423,141.7184852
AT1G06450,568.5627681,552.1795971,603.0365886
AT1G04463,413.8880939,442.8744209,376.2870123
AT1G06460,1191.528353,1038.399174,1603.862304
AT1G04467,322.1500112,286.4549446,333.2827823
AT1G06470,1252.331501,1396.467855,1455.302237
AT1G06475,166.4086151,149.8234743,189.6095595
AT1G06490,167.475337,215.7834944,201.3379858
AT1G06500,1012.319075,1018.611168,1299.900588
AT1G04473,445.8897506,395.7601208,448.6123082
AT1G06515,1082.72272,1242.875236,1379.067466
AT1G04477,691.2357857,765.1362335,701.7508437
AT1G06510,350.9515023,415.5481268,363.5812171
AT1G06520,499.2258452,489.046435,182.7679774
AT1G06530,1776.091949,1775.266827,1907.824021
AT1G06540,1799.559831,1802.593122,1934.21298
AT1G06550,3423.11055,4147.94298,3278.095167
AT1G06560,832.0430753,828.2693956,937.2967398
AT1G04483,196.276828,143.2274723,212.0890433
AT1G06570,365.8856088,276.0897985,294.1880278
AT1G06580,235.745538,198.8223464,200.3606169
AT1G06590,983.5175839,934.7477138,1044.807315
AT1G06610,0,0,0
AT1G06620,181.3427215,390.1064048,344.0338398
AT1G06630,1145.659311,1022.380312,1096.607864
AT1G06640,2018.237819,3219.791268,1804.222921
AT1G06645,119.4728518,174.3229103,75.25740246
AT1G04487,88.53791699,124.3817522,44.95896771
AT1G06650,356.2851117,407.0675528,323.5090937
AT1G06660,496.0256795,525.795589,594.2402688
AT1G06670,2787.344302,2955.008902,2941.880278
AT1G06680,16363.51381,24115.92565,16906.52659
AT1G06690,618.698697,592.6978952,502.3675957
AT1G06700,3308.971307,2872.087734,2965.337131
AT1G06710,660.3008508,608.7167572,603.0365886
AT1G04493,217.6112659,109.3051762,227.7269451
AT1G04497,169.6087807,133.8046123,134.8769031
AT1G06720,2856.681225,2568.671641,2655.511201
AT1G06730,644.3000224,764.1939475,741.8229671
AT1G06740,460.8238571,558.7755991,510.1865466
AT1G06750,311.4827923,289.2818026,336.2148889
AT1G06760,13401.22712,13244.77204,16818.5634
AT1G04503,8936.996007,8605.898055,11567.1605
AT1G06770,826.7094659,603.0630412,641.1539742
AT1G06780,490.6920701,568.1984591,511.1639154
AT1G06790,938.7152645,948.8820039,1004.735191
AT1G04507,358.4185555,346.7612487,434.9291441
AT1G06800,545.0948865,474.9121449,595.2176377
AT1G04513,240.0124256,189.3994864,228.704314
AT1G06810,1.066721891,9.422860018,16.61527067
AT1G06820,1225.663453,1227.79866,1112.245766
AT1G06830,38.40198809,16.96114803,8.796319768
AT1G06840,865.111454,695.4070694,596.1950065
AT1G06850,589.897206,662.4270593,540.4849813
AT1G06870,906.7136077,943.2282878,981.2783386
AT1G06890,2832.146622,2869.260876,2479.584806
AT1G06900,1780.358837,1763.017109,1718.214461
AT1G06910,437.3559755,414.6058408,448.6123082
AT1G06920,13.86738459,5.653716011,9.773688632
AT1G06923,0,6.596002013,0
AT1G04533,0,6.596002013,1.954737726
AT1G06925,0,6.596002013,1.954737726
AT1G06930,0,0,0
AT1G06950,5111.731304,6076.802426,5225.013942
AT1G06960,1543.546577,1236.279234,1574.541239
AT1G06970,9.600497023,2.826858006,1.954737726
AT1G06980,6.400331349,0.942286002,4.886844316
AT1G06990,70.40364484,0,1.954737726
AT1G07000,256.0132539,278.9166565,238.4780026
AT1G07010,740.3049927,824.5002516,795.5782546
AT1G04537,921.6477142,1044.05289,1129.838406
AT1G07020,972.850365,1130.743202,1195.32212
AT1G04547,3.200165674,0,0.977368863
AT1G07025,0,0.942286002,0
AT1G07030,843.7770161,750.0596575,920.6814691
AT1G07040,1153.126365,811.3082476,1209.005284
AT1G07050,148.2743429,338.2806747,488.6844316
AT1G07051,0,0,0
AT1G07060,8.533775132,26.38400805,6.841582042
AT1G04557,2.133443783,13.19200403,0
AT1G07070,1478.476542,1263.605528,1645.889166
AT1G07080,2093.975073,1909.07144,1930.303505
AT1G07090,80.00414186,46.17201409,44.95896771
AT1G07110,2391.590481,2152.181228,2025.108284
AT1G07119,259.2134196,182.8034844,249.2290601
AT1G07120,183.4761653,128.1508963,135.854272
AT1G04563,14.93410648,17.90343404,27.36632817
AT1G07128,291.2150764,286.4549446,379.2191189
AT1G07130,289.0816326,286.4549446,379.2191189
AT1G07135,326.4168988,131.9200403,477.9333741
AT1G07140,4310.623163,5074.21012,4576.041017
AT1G07150,64.00331349,24.49943605,43.00422998
AT1G07160,0,6.596002013,0.977368863
AT1G07170,1219.263122,1090.224904,1292.081637
AT1G07175,6.400331349,0,0
AT1G07180,4.266887566,16.01886203,6.841582042
AT1G07190,0,0,0
AT1G07200,1028.319903,951.7088619,928.50042
AT1G07210,2072.640635,2050.41434,2294.862091
AT1G07220,889.6460575,755.7133735,795.5782546
AT1G04567,82.13758564,93.28631418,98.71425518
AT1G07230,1382.471571,1315.431259,1257.873727
AT1G07240,632.5660816,669.9653473,465.2275789
AT1G07250,730.7044956,839.5768276,722.2755899
AT1G07260,533.3609457,713.3105034,711.5245324
AT1G07270,193.0766624,231.8023565,289.3011835
AT1G07280,1126.458317,1012.957452,1221.711079
AT1G07290,165.3418932,192.2263444,142.695854
AT1G07300,266.6804729,295.8778046,254.1159044
AT1G07310,1108.324045,1096.820906,1213.892128
AT1G07320,7365.71466,8327.923684,6315.757594
AT1G07330,1.066721891,12.24971802,2.932106589
AT1G07340,220.8114315,1.884572004,178.858502
AT1G07350,1233.130507,1955.243454,1400.569581
AT1G07360,2098.24196,2443.347603,2386.734764
AT1G07370,2622.002409,3647.589113,3400.266275
AT1G07380,240.0124256,245.9366465,205.2474613
AT1G07390,178.1425559,122.4971802,127.0579522
AT1G07400,164.2751713,140.4006143,170.0621822
AT1G07410,226.145041,114.0166062,105.5558372
AT1G07420,1901.965132,1635.808499,2245.993648
AT1G07430,34.13510053,114.0166062,18.5700084
AT1G07440,835.243241,657.7156293,665.5881958
AT1G07450,23.46788161,4.711430009,49.84581202
AT1G07470,1659.819263,1454.889587,1654.685485
AT1G04577,11.73394081,8.480574017,15.63790181
AT1G07473,71.47036673,32.03772406,37.1400168
AT1G04583,43.73559755,28.26858006,10.75105749
AT1G07476,96.00497023,64.07544813,90.89530427
AT1G07480,1435.807666,1400.236999,1461.16645
AT1G04587,356.2851117,342.0498187,338.1696267
AT1G07485,201.6104375,252.5326485,192.541666
AT1G07490,200.5437156,252.5326485,191.5642972
AT1G07510,1841.161985,2106.9515,2012.402489
AT1G07500,0,3.769144007,0.977368863
AT1G07520,499.2258452,521.084159,538.5302436
AT1G07530,1755.824233,1413.429003,1338.995343
AT1G07540,174.9423902,0,5.864213179
AT1G04593,0,0,0
AT1G07550,0,0,0.977368863
AT1G07560,34.13510053,39.57601208,50.82318088
AT1G07570,1372.871074,1061.014038,1192.390013
AT1G07590,1100.856992,765.1362335,665.5881958
AT1G07600,864.0447321,574.7944611,448.6123082
AT1G07610,8.533775132,15.07657603,21.50211499
AT1G07615,629.365916,597.4093252,615.7423838
AT1G07620,6.400331349,16.01886203,13.68316408
AT1G07630,565.3626025,498.469295,468.1596855
AT1G07640,375.4861058,402.3561228,301.0296099
AT1G07650,2743.608705,2586.575075,2216.672582
AT1G07645,46.93576322,0,0
AT1G07660,2772.410196,2781.628277,3152.991953
AT1G07670,3220.43339,3493.054209,3110.965091
AT1G07680,9.600497023,0,0
AT1G07690,0,0,0
AT1G07700,584.5635965,695.4070694,595.2176377
AT1G07705,1318.468258,1454.889587,1346.814293
AT1G07702,103.4720235,200.7069184,55.7100252
AT1G07710,70.40364484,120.6126082,112.3974193
AT1G07720,549.3617741,433.4515608,252.1611667
AT1G04623,0,0,1.954737726
AT1G07725,613.3650876,693.5224974,575.6702604
AT1G07728,616.5652533,694.4647834,575.6702604
AT1G07740,379.7529934,425.9132728,323.5090937
AT1G07730,250.6796445,261.0132225,188.6321906
AT1G07745,486.4251825,336.3961027,450.5670459
AT1G07750,1291.800211,963.0162939,1519.808582
AT1G07770,25866.93915,23465.7483,26376.25351
AT1G07780,6772.617289,6974.800986,6451.611866
AT1G07790,8219.092174,9460.551459,10451.00525
AT1G07795,48.00248512,11.30743202,33.23054135
AT1G07810,2275.317794,2397.175589,2168.781507
AT1G07820,11508.86249,11688.11557,15616.3997
AT1G07830,1763.291287,1473.735307,1831.58925
AT1G07840,1418.740116,1267.374672,1166.978423
AT1G07850,251.7463664,97.05545819,64.50634497
AT1G07870,746.705324,628.5047632,605.9686952
AT1G07860,43.73559755,92.34402818,58.64213179
AT1G07880,237.8789818,230.8600705,200.3606169
AT1G07885,22.40115972,5.653716011,15.63790181
AT1G07890,17054.7496,18293.54044,17880.96335
AT1G07900,3.200165674,17.90343404,0
AT1G07902,172.8089464,161.1309063,204.2700924
AT1G07901,145.0741772,160.1886203,161.2658624
AT1G07910,704.0364484,674.6767773,648.9729251
AT1G07920,58715.57307,60451.41616,58053.75573
AT1G07930,45461.55357,49978.84954,46922.50175
AT1G07940,31885.38406,33533.13195,32982.28966
AT1G07950,892.8462231,907.4214198,947.0704284
AT1G07960,1671.553204,1723.441097,1756.331847
AT1G07970,1325.935311,1322.027261,1476.804352
AT1G07980,613.3650876,636.9853372,602.0592197
AT1G07985,14.93410648,13.19200403,7.818950905
AT1G07990,1924.366292,1879.860574,1877.525586
AT1G08000,745.6386021,775.5013795,966.6178057
AT1G08005,11.73394081,3.769144007,7.818950905
AT1G08010,1373.937796,1512.369033,1722.123937
AT1G08030,1097.656826,1128.85863,947.0704284
AT1G08035,16.00082837,14.13429003,21.50211499
AT1G08040,1568.08118,1733.806243,1595.065985
AT1G08050,85.33775132,207.3029204,150.5148049
AT1G08060,1030.453347,1216.491228,1239.303718
AT1G08065,0,158.3040483,0
AT1G08070,119.4728518,119.6703222,146.6053295
AT1G08080,5.333609457,7.538288015,4.886844316
AT1G08110,3185.231568,2816.49286,2971.201344
AT1G08115,0,0,5.864213179
AT1G08120,33.06837863,29.21086606,43.98159884
AT1G04643,3.200165674,0,0
AT1G08125,1011.252353,928.1517118,965.6404368
AT1G08130,1986.236162,2426.386455,2404.327403
AT1G08135,0,1.884572004,0
AT1G08140,6.400331349,6.596002013,0
AT1G08150,8.533775132,2.826858006,0
AT1G08160,75.73725429,130.0354683,78.18950905
AT1G08165,17.06755026,1.884572004,3.909475453
AT1G08170,11.73394081,0,0
AT1G08180,193.0766624,151.7080463,116.3068947
AT1G08190,2768.143308,3176.446112,2476.652699
AT1G08200,6636.076887,7142.527894,6021.569566
AT1G08210,1685.420588,1579.271339,1630.251264
AT1G08220,519.4935611,432.5092748,441.7707261
AT1G08230,944.0488739,869.7299797,773.0987708
AT1G08250,269.8806385,308.1275226,208.1795679
AT1G08260,1923.29957,2417.905881,2205.921524
AT1G08270,650.7003538,730.2716514,850.3109109
AT1G08280,389.3534904,394.8178348,345.0112087
AT1G08290,57.60298214,45.22972809,35.18527907
AT1G08300,216.544544,224.2640684,213.0664122
AT1G08310,43.73559755,26.38400805,26.38895931
AT1G08315,170.6755026,130.9777543,149.5374361
AT1G04647,170.6755026,130.9777543,149.5374361
AT1G08320,829.9096315,216.7257804,518.9828663
AT1G08340,257.0799758,61.24859012,43.00422998
AT1G08350,549.3617741,573.8521751,569.8060472
AT1G08360,19550.87883,17969.39406,20224.69389
AT1G08370,1520.078695,1671.615367,1600.930198
AT1G08380,8368.433238,13437.94067,9460.930595
AT1G08390,372.2859401,319.4349546,420.2686112
AT1G08400,549.3617741,552.1795971,571.7607849
AT1G08410,1290.733489,1455.831873,1615.590731
AT1G08420,2116.376233,2154.0658,1990.900374
AT1G08430,5.333609457,0,1.954737726
AT1G08440,20.26771594,35.80686807,7.818950905
AT1G08450,2072.640635,2454.655035,2319.296312
AT1G08460,817.1089688,718.9642194,792.646148
AT1G08465,1130.725205,895.1717018,1042.852577
AT1G08470,976.0505307,1053.47575,919.7041002
AT1G08480,2784.144137,2667.611671,3159.833535
AT1G08490,1008.052187,1199.53008,1007.667298
AT1G08500,131.2067926,140.4006143,249.2290601
AT1G08510,4549.568867,4394.821913,4324.857219
AT1G08520,4034.342193,4516.376807,3245.841995
AT1G08530,534.4276676,539.9298791,465.2275789
AT1G08540,1510.478198,1795.054834,1288.172162
AT1G08550,3220.43339,2873.03002,3409.062595
AT1G08560,4811.982452,4212.018428,5424.397191
AT1G08570,2120.64312,1364.430131,1770.015011
AT1G08580,3329.239023,3344.173021,3507.77685
AT1G08590,377.6195496,343.9343907,341.1017332
AT1G08592,377.6195496,343.9343907,340.1243644
AT1G08600,1571.281346,1647.115931,1631.228633
AT1G08610,642.1665786,589.8710372,674.3845156
AT1G04657,6.400331349,9.422860018,12.70579522
AT1G08620,1465.675879,1472.793021,1467.030664
AT1G08630,1308.867761,1170.319214,1103.449447
AT1G08640,2682.805557,2867.376304,2519.656929
AT1G08645,716.8371111,806.5968176,729.1171719
AT1G08650,1889.16447,2073.97149,2109.162007
AT1G08660,2291.318623,2430.155599,2174.645721
AT1G08670,43.73559755,1.884572004,5.864213179
AT1G08680,1797.426387,1573.617623,1673.255494
AT1G08695,0,0,0
AT1G08700,1593.682506,1600.001631,1762.19606
AT1G08710,382.953159,400.4715508,390.9475453
AT1G08720,729.6377737,674.6767773,755.5061312
AT1G08730,302.9490172,164.9000503,161.2658624
AT1G08750,840.5768505,868.7876937,820.9898451
AT1G08760,956.8495366,927.2094258,950.002535
AT1G08770,403.220875,426.8555588,349.898053
AT1G08780,1259.798554,1261.720956,1408.388532
AT1G08790,0,0,0
AT1G08800,268.8139166,262.8977945,222.8401008
AT1G08810,13.86738459,44.28744209,16.61527067
AT1G08820,1736.623239,1464.312447,1545.220173
AT1G04667,0,0,0
AT1G08830,18028.66669,17754.55285,15540.16492
AT1G08840,5623.757812,5188.226726,5092.091777
AT1G08845,325.3501769,348.6458207,435.906513
AT1G08860,194.1433842,221.4372104,271.708544
AT1G08880,6561.406354,6599.771157,7442.663893
AT1G08890,167.475337,107.4206042,130.9674277
AT1G08900,192.0099405,254.4172205,97.73688632
AT1G08910,1810.22705,1763.959395,1621.454944
AT1G08920,195.2101061,209.1874924,149.5374361
AT1G08930,1008.052187,723.6756494,478.9107429
AT1G08940,98.13841401,94.22860018,78.18950905
AT1G08960,312.5495142,468.3161429,351.8527907
AT1G08970,1938.233677,2008.01147,2025.108284
AT1G08980,2308.386173,2191.75724,1949.850882
AT1G08985,0,0,1.954737726
AT1G08990,0,0,0.977368863
AT1G09000,360.5519993,411.7789828,390.9475453
AT1G09010,2521.730551,2375.503011,2463.946904
AT1G09020,1802.759997,2097.52864,1880.457693
AT1G09040,285.8814669,321.3195266,329.3733069
AT1G09050,307.2159047,428.7401308,358.6943728
AT1G09060,1841.161985,2081.509778,2001.651432
AT1G09070,2486.528729,1915.667442,2257.722074
AT1G09080,3.200165674,1.884572004,2.932106589
AT1G09090,77.87069808,55.59487411,79.16687792
AT1G09100,1070.988779,1087.398046,983.2330763
AT1G09110,0,2.826858006,0.977368863
AT1G09130,2860.948113,3136.8701,2578.299061
AT1G09140,2677.471948,2580.921359,2761.067038
AT1G09150,2761.742977,2522.499627,3120.73878
AT1G09155,3.200165674,5.653716011,0
AT1G09157,0,0.942286002,1.954737726
AT1G09160,2326.520445,2717.552829,2288.020509
AT1G09170,68.27020105,44.28744209,9.773688632
AT1G09176,0,0,0
AT1G09180,40.53543187,26.38400805,48.86844316
AT1G09190,322.1500112,290.2240886,324.4864626
AT1G09195,377.6195496,462.6624269,352.8301596
AT1G09200,10344.00218,12437.23294,14799.31933
AT1G09210,7775.335867,8722.741519,7929.393587
AT1G09220,141.8740116,156.4194763,148.5600672
AT1G09230,971.7836431,940.4014298,998.8709781
AT1G09240,0,0,0
AT1G04687,0,0,0
AT1G04693,0,0,0
AT1G09250,579.2299871,993.1694459,526.8018172
AT1G09260,2.133443783,0.942286002,0
AT1G09270,2294.518788,2579.036787,2527.47588
AT1G09280,1291.800211,1125.089486,1383.95431
AT1G09290,720.0372767,727.4447934,853.2430175
AT1G09300,724.3041643,751.0019435,644.0860808
AT1G09310,4656.241056,6882.456957,3445.225243
AT1G09320,706.1698921,662.4270593,840.5372223
AT1G09330,1676.886813,1437.928439,1617.545469
AT1G09340,2400.124256,4447.589929,1941.054562
AT1G09350,0,0,0
AT1G09370,0,0,0
AT1G09380,3.200165674,0,0
AT1G09390,1026.18646,829.2116816,1010.599405
